,job_title,min_salary,max_salary,experience_required,skills_required,job_specializations,career_level,qualification,job_type,date_posted,city,province,region
3006,Talent Operations Coordinator – APAC,,,5.0,Microsoft Excel,"Admin/Human Resources, Human Resources",Supervisor/5 Years & Up Experienced Employee,vocational diploma/short course certificate,Full-Time,2023-07-14,,,national capital region
3007,Capacity Planning | Workforce Associate Manager (EH 1577),,,7.0,,"Services, Customer Service",Assistant Manager/Manager,vocational diploma/short course certificate,Full-Time,2023-07-14,,,national capital region
3008,Data Visualization Analyst (Power BI),,,3.0,Power BI,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,vocational diploma/short course certificate,Full-Time,2023-07-14,,,national capital region
3009,Finance Services Analyst - Financial Planning & Analysis (Cebu I Hybrid),,,3.0,Microsoft Excel,"Accounting/Finance, General/Cost Accounting",1-4 Years Experienced Employee,vocational diploma/short course certificate,Full-Time,,,,
3010,Commercial Analyst,,,5.0,,"Accounting/Finance, General/Cost Accounting",Supervisor/5 Years & Up Experienced Employee,vocational diploma/short course certificate,Full-Time,2023-07-14,taguig city,metro manila,national capital region
3011,BACK OFFICE SUPPORT AGENT - Data Management & Processing! URGENT - Makati,17000.0,18000.0,,,,Less than 1 Year Experienced Employee,vocational diploma/short course certificate,,2023-07-14,makati city,metro manila,national capital region
3012,Business Analyst,,,3.0,"Microsoft Excel, SQL","Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,bachelor's/college degree,Full-Time,2023-07-14,,,national capital region
3013,Jr. Business Analyst,,,1.0,,"Computer/Information Technology, IT-Software",1-4 Years Experienced Employee,vocational diploma/short course certificate,Full-Time,2023-07-14,manila city,metro manila,national capital region
3014,Senior Technical Business Analyst - Full Time Work from Home,,,8.0,"R Programming, SQL","Computer/Information Technology, IT-Software",Supervisor/5 Years & Up Experienced Employee,bachelor's/college degree,Full-Time,,,,
3015,Senior Data Analyst,,,3.0,"Power BI, Google Sheet","Sales/Marketing, Marketing/Business Dev",Supervisor/5 Years & Up Experienced Employee,vocational diploma/short course certificate,Full-Time,2023-07-14,taguig city,metro manila,national capital region
3016,Reporting Architect Specialist | ETL (EH 1967),,,2.0,"Tableau, Power BI, Microsoft Excel, SQL","Computer/Information Technology, IT-Software",Supervisor/5 Years & Up Experienced Employee,vocational diploma/short course certificate,Full-Time,2023-07-14,,,national capital region
